No.,Full Hadith,Isnad,Matan,Author's Comments,Degree,Authenticity,Topic
180_1,180- ربي وربك الله -عند رؤية الهلال الجد الحثيث ج:1 ص:105 أخرجه ابن أبي شيبة عن إبراهيم النخعي قال كانوا يستحبون -أو يعجبهم- إذا رأى الرجل الهلال أن يقول ربي وربك الله ,,ربي وربك الله -عند رؤية الهلال,,,non-authentic, باب الراء 
180_2,,أخرجه ابن أبي شيبة عن إبراهيم النخعي قال, كانوا يستحبون -أو يعجبهم- إذا رأى الرجل الهلال أن يقول ربي وربك الله ,,,non-authentic, باب الراء 
181,181- الرجوع إلى الحق خير من التمادي في الباطل قال عمر في كتابه إلى عبد الله بن قيس في آداب القضاء لا يمنعك قضاء قضيته فراجعت فيه عقلك فهديت لرشدك أن ترجع إلى الحق فإن الرجوع إلى الحق خير من التمادي في الباطل ,,الرجوع إلى الحق خير من التمادي في الباطل,قال عمر في كتابه إلى عبد الله بن قيس في آداب القضاء لا يمنعك قضاء قضيته فراجعت فيه عقلك فهديت لرشدك أن ترجع إلى الحق فإن الرجوع إلى الحق خير من التمادي في الباطل ,,non-authentic, باب الراء 
182,182- رحم الله أخي الخضر لو كان حيا لزارني قال ابن حجر لا يثبت مرفوعا وإنما هو من كلام بعض السلف ممن أنكر حياة الخضر -عليه السلام- ,,رحم الله أخي الخضر لو كان حيا لزارني,قال ابن حجر لا يثبت مرفوعا وإنما هو من كلام بعض السلف ممن أنكر حياة الخضر -عليه السلام- ,,non-authentic, باب الراء 
183,183- رحم الله من زارني وزمام ناقته بيده قال ابن حجر لا أصل له الجد الحثيث ج:1 ص:106 ,,رحم الله من زارني وزمام ناقته بيده,قال ابن حجر لا أصل له الجد الحثيث ج:1 ص:106 ,لا أصل له,non-authentic, باب الراء 
184_1,184- رحم الله من عمل عملا وأتقنه لا يعرف بهذا اللفظ لكن جاء في الحديث إن الله يحب إذا عمل أحدكم عملا أن يتقنه ,,رحم الله من عمل عملا وأتقنه, لا يعرف بهذا اللفظ لكن جاء في الحديث,,non-authentic, باب الراء 
184_2,,, إن الله يحب إذا عمل أحدكم عملا أن يتقنه,,,unknown, باب الراء 
185,185- رد دانق خير من عبادة سبعين سنة قاله يحيى بن عمر بن يوسف الأندلسي الفقيه المالكي حين يمم على ارتحاله من القيروان لقرطبة ليرد دانقا لبقال عليه وقال ابن المبارك رد درهم من شبهة أحب إلي من التصدق بمائة ألف ومائة ألف حتى يبلغ ستمائة ألف الجد الحثيث ج:1 ص:107 ,,رد دانق خير من عبادة سبعين سنة,قاله يحيى بن عمر بن يوسف الأندلسي الفقيه المالكي حين يمم على ارتحاله من القيروان لقرطبة ليرد دانقا لبقال عليه وقال ابن المبارك رد درهم من شبهة أحب إلي من التصدق بمائة ألف ومائة ألف حتى يبلغ ستمائة ألف الجد الحثيث ج:1 ص:107 ,,non-authentic, باب الراء 
186,186- رسول المرء دال على عقله لا يعرف بهذا ولكن جاء عن يحيى بن خالد من قوله ثلاثة أشياء تدل على عقل أربابها الكتاب والرسول والهدية ,,رسول المرء دال على عقله,لا يعرف بهذا ولكن جاء عن يحيى بن خالد من قوله ثلاثة أشياء تدل على عقل أربابها الكتاب والرسول والهدية ,,non-authentic, باب الراء 
187,187- رضى الناس غاية لا تدرك روي من كلام سفيان الثوري وروي أيضا عن أكثم بن صيفي وزاد ولا نكره سخط من رضاه الجور وقال الشافعي ليونس بن عبد الأعلى يا أبا موسى رضى الناس غاية لا تدرك ليس إلى السلامة من الناس سبيل فانظر ما فيه صلاح نفسك فالزمه ودع الناس وما هم فيه ,,رضى الناس غاية لا تدرك,روي من كلام سفيان الثوري وروي أيضا عن أكثم بن صيفي وزاد ولا نكره سخط من رضاه الجور وقال الشافعي ليونس بن عبد الأعلى يا أبا موسى رضى الناس غاية لا تدرك ليس إلى السلامة من الناس سبيل فانظر ما فيه صلاح نفسك فالزمه ودع الناس وما هم فيه ,,non-authentic, باب الراء 
188,188- رمية من غير رام أخرجه البيهقي عن ابن عباس موقوفا قال خذ الحكمة ممن سمعت فإن الرجل يتكلم بالحكمة وليس بحكيم فتكون كالرمية من غير رام الجد الحثيث ج:1 ص:108 ,,رمية من غير رام,أخرجه البيهقي عن ابن عباس موقوفا قال خذ الحكمة ممن سمعت فإن الرجل يتكلم بالحكمة وليس بحكيم فتكون كالرمية من غير رام الجد الحثيث ج:1 ص:108 ,,non-authentic, باب الراء 
189,189- زامر الحي لا يطرب ليس بحديث ولكن معناه صحيح فقد جاء أزهد الناس في العالم أهله وجيرانه ,,زامر الحي لا يطرب,ليس بحديث ولكن معناه صحيح فقد جاء أزهد الناس في العالم أهله وجيرانه ,ليس بحديث ,non-authentic, باب الزاي 
190,190- الزحمة رحمة ليس بحديث ,,الزحمة رحمة,ليس بحديث ,ليس بحديث ,non-authentic, باب الزاي 
191_1,191- زمزم شفاء الجد الحثيث ج:1 ص:109 أخرجه الفاكهاني وحسنه ابن حجر عن معاوية موقوفا قال زمزم شفاء وهي لما شربت له ,,زمزم شفاء,الجد الحثيث ج:1 ص:109 ,,non-authentic, باب الزاي 
191_2,,أخرجه الفاكهاني وحسنه ابن حجر عن معاوية موقوفا قال, زمزم شفاء وهي لما شربت له,,,non-authentic, باب الزاي 
192,192- زكاة الحلي عاريته عن ابن عمر من قوله وعن سعيد بن المسيب أنه قال في زكاة الحلي يعار ويلبس ,,زكاة الحلي عاريته,عن ابن عمر من قوله وعن سعيد بن المسيب أنه قال في زكاة الحلي يعار ويلبس ,,non-authentic, باب الزاي 
193,193-الزيدية مجوس هذه الأمة الجد الحثيث ج:1 ص:110 لا يعرف والمعروف في الحديث القدرية مجوس هذه الأمة إن مرضوا فلا تعودوهم وإن ماتوا فلا تشهدوهم الجد الحثيث ج:1 ص:111 ,,الزيدية مجوس هذه الأمة,الجد الحثيث ج:1 ص:110 لا يعرف والمعروف في الحديث القدرية مجوس هذه الأمة إن مرضوا فلا تعودوهم وإن ماتوا فلا تشهدوهم الجد الحثيث ج:1 ص:111 ,,non-authentic, باب الزاي 
194,194- سبابة النبي أطول من وسطاه وقع ذلك في كلام الدميري وغيره وهو غلط كما قال ابن حجر وإنما كان ذلك في أصابع رجليه ,,سبابة النبي أطول من وسطاه,وقع ذلك في كلام الدميري وغيره وهو غلط كما قال ابن حجر وإنما كان ذلك في أصابع رجليه ,,non-authentic, باب السين المهملة 
195,195- السر عند الأحرار ليس بحديث ,,السر عند الأحرار,ليس بحديث ,ليس بحديث ,non-authentic, باب السين المهملة 
196,196- السعد خير من مال مجموع ليس بحديث ,, السعد خير من مال مجموع,ليس بحديث ,ليس بحديث ,non-authentic, باب السين المهملة 
197,197- السفر يسفر عن أخلاق الرجال الجد الحثيث ج:1 ص:112 هو من كلام الغزالي في الإحياء ولفظه وإنما سمي السفر سفرا لأنه يسفر عن الأخلاق ولذلك قال عمر -رضي الله عنه- للذي كان يعرف عنده بعض الشهود هل صحبته في السفر الذي يستدل به على مكارم الأخلاق فقال لا قال ما أراك تعرفه انتهى ولأثر عمر تتمة فقد جاء أنه شهد عنده رجل شهادة فقال له لست أعرفك ولا يضرك إلا أعرفك ائت بمن يعرفك فقال رجل من القوم أنا أعرفه قال بأي شيء تعرفه قال بالعدالة والعقل قال هو جارك الأولى الذي تعرف ليله ونهاره ومدخله ومخرجه قال لا فقال فعاملك بالدرهم والدينار اللذين يستدل بهما على الورع قال لا قال فرفيقك في السفر الذي يستدل به على مكارم الأخلاق قال لا الجد الحثيث ج:1 ص:113 قال لست تعرفه ثم قال للرجل ائت بمن يعرفك قال ابن حجر صححه أبو علي بن السكن ,,السفر يسفر عن أخلاق الرجال,الجد الحثيث ج:1 ص:112 هو من كلام الغزالي في الإحياء ولفظه وإنما سمي السفر سفرا لأنه يسفر عن الأخلاق ولذلك قال عمر -رضي الله عنه- للذي كان يعرف عنده بعض الشهود هل صحبته في السفر الذي يستدل به على مكارم الأخلاق فقال لا قال ما أراك تعرفه انتهى ولأثر عمر تتمة فقد جاء أنه شهد عنده رجل شهادة فقال له لست أعرفك ولا يضرك إلا أعرفك ائت بمن يعرفك فقال رجل من القوم أنا أعرفه قال بأي شيء تعرفه قال بالعدالة والعقل قال هو جارك الأولى الذي تعرف ليله ونهاره ومدخله ومخرجه قال لا فقال فعاملك بالدرهم والدينار اللذين يستدل بهما على الورع قال لا قال فرفيقك في السفر الذي يستدل به على مكارم الأخلاق قال لا الجد الحثيث ج:1 ص:113 قال لست تعرفه ثم قال للرجل ائت بمن يعرفك قال ابن حجر صححه أبو علي بن السكن ,,non-authentic, باب السين المهملة 
